Area,Year,Temperature_Change,Artificial surfaces (including urban and associated areas),Grassland,Herbaceous crops,Inland water bodies,Mangroves,Permanent snow and glaciers,Shrub-covered areas,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",Sparsely natural vegetated areas,Terrestrial barren land,Tree-covered areas,Woody crops,AFOLU,Agricultural Soils,Agrifood Systems Waste Disposal,Agrifood systems,All sectors with LULUCF,All sectors without LULUCF,Burning - Crop residues,Crop Residues,Drained organic soils,Drained organic soils (CO2),Drained organic soils (N2O),Emissions from crops,Emissions from livestock,Emissions on agricultural land,Energy,Enteric Fermentation,Farm gate,Fertilizers Manufacturing,Fires in humid tropical forests,Fires in organic soils,Food Household Consumption,Food Packaging,Food Processing,Food Retail,Food Transport,Forest fires,Forestland,IPCC Agriculture,IPPU,International bunkers,LULUCF,Land-use change,Manure Management,Manure applied to Soils,Manure left on Pasture,Net Forest conversion,On-farm energy use,Other,Pesticides Manufacturing,Pre- and post-production,Rice Cultivation,Savanna fires,Synthetic Fertilizers,Waste
Cambodia,1992,0.448,4.77,1013.74,5762.81,429.0,43.21,0.0,1470.96,472.11,0.26,1.77,8856.38,179.11,15401.698799999998,1338.356,810.6946333333334,11566.881,12969.4293,9333.63135,61.4358,259.3025,0.0,0.0,0.0,5178.588199999999,4577.447666666667,14173.296833333332,1061.4466666666667,4614.568,10553.9682,,1680.7160666666666,0.0,8.227166666666667,,,574.714,41.62473333333333,3156.1750666666667,-741.1711,10553.9682,7.686933333333333,,4847.7306,3619.328633333333,816.2736666666666,305.8365,721.3565,5815.8377,0.0,625.4,5.522100000000001,936.908375,7364.5656,797.9323333333333,51.8605,404.8066666666667
Cameroon,1992,-0.237,25.75,1645.97,4589.24,410.49,236.91,0.0,2625.9,170.47,0.17,4.88,35998.38,924.01,23977.61003333333,2791.9605,1101.6650333333334,19091.862375,26414.593025,13714.0072,28.52013333333333,84.5085,1338.1111,1285.5351,52.576,139.03279999999998,5428.4264,23948.82,9095.086666666666,5180.56,7472.0073,,772.2509333333334,0.0,12.0342,0.0,0.0,256.9349,48.49123333333333,852.6027333333333,-154.6853,7043.495599999999,696.3573333333334,,16934.114433333332,16476.8127,239.37606666666667,136.1305,2466.885,47113.6853,,720.8,2.2262,1130.247375,29.4,1440.9857333333332,51.8605,969.87
Central African Republic,1992,-0.54,8.23,4970.13,779.68,103.26,0.0,0.0,5086.69,25.62,0.0,0.31,51133.11,33.31,29492.114699999995,1308.2785,332.43260000000004,21941.829675,23983.570775,10049.941449999998,4.421666666666667,6.519,33.2277,31.9027,1.325,19.288733333333333,2763.891,28871.4606,401.34,2685.4268,10924.5765,,11687.786466666666,0.0,0.7663333333333333,,,35.1823,3.5106,12308.5382,-0.2929,10913.942266666669,3.095333333333333,,18578.172433333333,17946.8841,109.9538,59.731,1235.748,18777.2929,,2862.0,0.6930000000000001,288.23422500000004,10.8024,8129.895,4.9555,173.54433333333336
Chad,1992,-0.301,14.33,15828.4,17441.4,356.14,0.0,0.0,15667.11,660.47,6766.39,63989.66,5909.97,146.13,17209.8573,4579.4385,529.1870666666667,13025.941025,14220.564725,11732.5987,6.344733333333333,77.2475,0.0,0.0,0.0,143.14433333333332,10330.355266666667,16715.68593333333,971.3066666666668,10560.7908,13892.569266666664,,783.4055333333334,0.0,11.383433333333334,,,75.52885,10.126333333333331,1279.8436,-6.8001,13892.569266666664,5.978999999999999,,3317.288033333333,2823.1166666666663,303.8964,71.8945,4407.003,6119.1334,,469.05,0.8334666666666668,489.176575,104.6612,3419.0678000000003,23.2935,460.91
Colombia,1992,0.644,126.92,16512.58,6154.83,1253.27,347.67,6.62,6881.14,2358.95,581.6,23.97,76097.68,3668.84,76921.87803333334,13292.8505,6124.186299999999,64572.6903,84162.86752500001,57128.729300000006,73.19173333333333,256.9175,1101.61405,403.2156,900.00625,2822.2094,37116.41726666666,78251.1904,25742.466666666664,33601.7192,41391.88673333333,63.8902,225.412,0.0,602.05605,16.749133333333333,1.0475333333333332,31.59,684.585,244.2235333333333,-3858.42415,34039.84686666667,998.859,,36045.51763333334,36859.30366666667,994.1113333333332,1289.4635,9372.52,109901.675,381.1211333333333,494.6666666666667,152.76713333333333,5884.297500000001,2457.3892,924.9272666666668,1013.3335,7726.333333333333
Comoros,1992,0.202,1.39,12.97,8.57,15.42,0.96,0.0,18.75,0.0,0.0,0.0,115.05,4.61,109.40006666666666,33.2045,45.38356666666667,118.449775,233.224,213.64386666666667,0.2639333333333333,0.689,0.0,0.0,0.0,26.00306666666667,63.40873333333334,110.93173333333334,73.06700000000001,60.6396,89.81993333333332,,1.2468,0.0,0.1075,,,0.0005,1.431366666666667,1.2468,-4.595,89.81993333333332,0.5413,,19.580133333333333,21.1118,1.6586666666666667,0.8215,31.1375,59.595,0.0,3.021,0.0785333333333333,35.250975,37.366,0.4239333333333333,0.5565,48.3821
Congo,1992,-0.356,10.76,2215.94,2664.59,257.43,74.36,0.0,2395.39,97.99,0.21,0.04,26294.65,219.63,4594.541533333333,189.74,152.59666666666666,3571.294,8039.231374999999,5678.322275,1.468,0.848,2728.9722,2616.7182,112.254,8.533666666666667,131.84560000000002,4593.877066666667,5725.610000000001,115.0408,2318.902133333333,,250.97493333333333,0.0,2.2655333333333334,,0.0,0.0069,12.672466666666669,251.6394,0.0,1446.662733333333,18.64166666666667,,3147.8788,2274.9749333333334,8.107266666666666,5.6975,64.872,6072.0,,267.65,0.309,125.8862,3.682,1231.4456,6.0685,201.74863333333332
Costa Rica,1992,0.423,15.31,333.52,379.6,77.8,37.8,0.0,287.96,3.56,0.0,2.35,3649.58,394.78,2209.2388,1355.5545,879.3576666666667,3429.14655,3327.2191,4224.97115,4.849733333333334,19.08,134.3246,128.0971,6.2275,284.22426666666667,3110.4716000000003,3514.336233333333,1257.28,3577.8148,3498.465633333333,,15.8706,0.0,22.655575,0.0,75.5402,1.002025,69.1242,20.409333333333333,-3780.3333,3406.2415333333333,202.0533333333333,,-1197.0027333333333,15.8706,77.53106666666666,118.0575,853.5385,0.0,49.52506666666668,64.13,2.2936,793.3943750000001,41.328,7.395866666666667,358.651,724.9666666666666
C̫te d'Ivoire,1992,0.287,62.02,1259.85,6244.03,279.31,11.82,0.0,4323.89,12.95,0.04,0.08,12738.63,7312.26,29572.6014,1079.5835,2281.799233333333,24663.63055,25297.81775,5655.34545,47.693333333333335,123.596,2070.906,1990.0015,80.9045,566.0453333333334,1523.5822666666666,30393.6035,2932.3766666666666,1384.6084,4053.8878666666665,,95.58593333333332,0.0,18.7703,0.0128333333333333,0.0,117.003225,34.5798,95.85146666666668,-2440.0558,3382.638333333334,12.1192,,26189.963066666664,26339.71563333333,83.336,54.431,721.33,78732.3891,7.9157,302.1,0.0709,1868.427925,554.61,1239.0744,99.322,1007.8866666666668
Cuba,1992,0.595,41.51,1257.97,3572.2,637.45,410.78,0.0,454.56,224.65,1.1,0.49,4236.46,499.61,7155.157533333334,3733.7705,1932.3378666666667,9389.2953,13980.51775,15688.8197,70.13826666666667,43.089,0.0,0.0,0.0,1703.1937333333333,7695.730733333334,9628.805933333331,7968.600000000001,8469.9076,9491.453233333334,12.5703,34.622733333333336,0.0,228.2003,0.5022,0.0,395.5175,148.22636666666668,39.5974,-7260.1899,9432.893466666666,506.4736,,-2277.7359333333334,137.3527,294.9316666666667,336.391,2294.9,308.1899,58.55976666666667,236.73333333333332,49.44116666666667,2167.69085,1347.0772,33.986666666666665,1059.3905,2604.901333333333
Democratic Republic of the Congo,1992,-0.297,71.97,7339.71,17515.69,4363.51,255.38,0.0,8495.42,4810.9,5.58,26.52,187013.3,3137.14,160376.075,1347.737,4289.662433333334,123789.008425,128840.7307,21186.49355,102.19866666666668,160.166,514.0477,493.6162,20.4315,459.7572666666667,2233.2614666666664,160150.94636666667,6340.5,1938.4064,17002.000066666667,,20073.028466666667,0.0,0.3717,0.0,0.0,884.2037,17.140333333333334,20295.44413333333,9.2465,16837.092133333335,56.35926666666668,,143538.98286666666,143148.94629999998,166.55453333333332,119.4885,1042.139,369227.7535,0.3692,3471.5,4.421233333333333,3675.79865,370.6864,14130.4524,5.512,2700.373333333333
Djibouti,1992,0.369,1.06,70.28,1.35,29.14,0.86,0.0,24.36,93.9,23.36,1948.93,1.84,0.68,385.4982,171.1635,34.03706666666667,321.7892,737.1390666666666,737.1390666666666,0.0,0.3445,0.0,0.0,0.0,0.2296666666666666,385.2685333333333,385.4982,179.52133333333333,389.9392,385.4982,,0.0,0.0,2.307033333333333,,,3.766725,2.0301666666666667,0.0,0.0,385.4982,1.8068,,0.0,0.0,11.429733333333331,3.021,167.798,0.0,0.0,15.211,0.1574666666666666,32.66555,,0.0,0.0,160.77433333333332
Dominica,1992,0.388,0.23,0.19,0.04,4.89,3.31,0.0,0.04,0.0,0.25,0.0,70.1,0.11,36.33553333333333,19.1595,9.8214,36.15185,54.41255,50.7459,0.0130666666666666,0.0,0.0,0.0,0.0,7.380066666666667,24.0666,35.646633333333334,21.189533333333333,26.7652,31.44666666666667,,0.0,0.0,0.922575,,,0.034675,1.4582,0.0,2.0667,31.44666666666667,0.1098666666666666,,4.888866666666667,4.199966666666667,0.8171333333333334,2.0405,6.095,12.5999,0.0,0.4532,,9.416875,,0.0,11.024,14.613066666666668
Dominican Republic,1992,0.143,28.46,834.3,920.01,89.84,19.26,0.0,181.74,214.96,2.01,0.47,2131.2,446.75,4037.9990666666663,1538.6165,2328.1651666666667,5407.7471000000005,6785.54845,6940.619049999999,13.171666666666669,34.98,0.0,0.0,0.0,516.3099333333333,3723.5501333333336,4246.993466666667,3696.776666666667,4111.968,4244.759866666666,,2.2336,0.0,78.11096666666667,0.0,0.0,539.0388,133.02803333333335,9.572533333333334,-649.0,4244.759866666666,150.91590000000002,,-206.7608,2.2336,136.88813333333334,155.237,1112.788,0.0,0.0,120.045,64.6726,2222.502,484.1424,4.882133333333333,235.6115,1031.371
Ecuador,1992,0.855,46.01,1832.81,1390.62,400.37,197.47,12.3,3021.72,111.57,35.64,348.92,17176.91,1181.13,21360.71416666667,2982.8665,2395.396266666666,18610.951975,26359.454825,17215.1641,46.92766666666666,131.4665,17.2886,16.5996,0.689,1505.296,7651.163333333334,21834.2032,11581.76,8365.0,9306.829366666669,,0.8833333333333333,0.0,223.09685,,,0.2052,284.7476666666667,7.41,-1041.1382,9168.326533333331,277.6292,,12192.387633333332,12527.373833333331,331.0793333333333,433.699,2181.4005,45181.97575,132.96963333333335,150.69666666666666,2.656233333333333,2235.299575,1820.448,11.4432,235.6115,1682.5966666666666
El Salvador,1992,0.441,15.15,99.52,313.51,52.16,39.64,0.0,88.96,1.71,0.0,1.26,1316.25,140.23,2411.168633333333,952.1715,1068.8095,2724.9009,3502.610325,3321.60355,22.831933333333332,58.512,0.0,0.0,0.0,267.88246666666663,1900.0096666666668,2419.6552,1382.746666666667,2167.4072,2169.826266666667,,1.7442666666666666,0.0,37.445475,0.0,,8.142925,61.10526666666667,4.2312666666666665,-32.9207,2169.826266666667,64.59179999999999,,241.34236666666663,249.8289333333333,56.7412,97.8115,499.7105,744.254,,74.2,22.846666666666668,910.1595,12.9528,1.8988,296.1375,762.1733333333333
Equatorial Guinea,1992,-0.208,1.03,22.79,29.38,30.61,40.9,0.0,13.18,0.96,0.0,0.0,2418.03,146.89,1289.9615333333334,6.8105,48.1032,1010.439575,1656.66835,698.5602,,,0.0,0.0,0.0,0.0,12.4784,1289.6378,888.974,10.5672,12.484,,0.1770666666666666,0.0,1.5282666666666669,,,5.59985,0.4843666666666666,0.2553333333333333,0.7364,12.484,0.6206499999999999,,1277.4775333333332,1277.1538,0.8932666666666668,0.6625,6.148,3830.9302,,8.268,0.0327,43.211225,,0.0056,0.0,23.61606666666667
Ethiopia PDR,1992,0.087,30.67,13445.08,20206.15,887.92,0.0,0.0,52287.13,281.97,1576.93,12585.26,22601.92,1242.73,52883.37083333333,18677.4385,2457.544,56702.26440000001,64312.37856666666,53281.2272,78.1832,270.035,5816.3557,5513.0102,303.3455,368.9235333333333,38787.92013333333,54230.9095,7294.416666666667,38649.52,43692.10406666666,,246.6739333333333,0.0,0.8963000000000001,,,,11.478899999999998,959.3702,-6174.0612,41852.21946666667,130.1046,,11031.151366666669,10538.805433333331,1062.9184666666667,346.6995,17591.283,30876.3945,2.214533333333333,705.96,1.4357333333333333,2471.3549000000003,,2493.1454666666664,166.0755,3577.2146666666667
Fiji,1992,0.251,1.93,65.41,259.25,120.08,86.31,0.0,42.84,0.0,5.65,0.0,1289.02,125.54,-308.3061666666666,255.6985,33.945100000000004,564.1354249999999,105.41137500000002,824.1949500000001,3.3742666666666667,1.961,85.8547,82.3832,3.4715,63.220866666666666,583.9460666666666,680.4716,252.9223333333333,565.3564,677.533,,2.9386,0.0,4.2973,0.0,,26.6522,15.691433333333334,2.9386,-2966.3333,650.0719333333333,15.836666666666666,,-958.3781,2.9386,71.4678,17.3575,186.0035,0.0,0.0,21.306,0.0067333333333333,53.781725,40.9276,0.5748666666666666,46.905,165.89166666666668
French Guiana,1992,0.541,3.76,11.74,2.64,55.51,89.75,0.0,8.62,21.96,0.0,0.0,8178.96,0.53,1262.2568666666666,12.4285,0.1167333333333333,1286.4313666666667,1262.2568666666666,60.36506666666667,0.2676666666666666,1.696,12.6668,12.1103,0.5565,40.2456,19.22673333333333,1276.9640333333334,,20.104,78.50726666666667,,1.2994666666666668,0.0,1.9561,,,,7.394333333333333,1.2994666666666668,-1.8052,60.36506666666667,,,1201.8918,1198.456766666667,1.2465333333333333,1.219,5.6445,3591.4719,14.105433333333332,,,9.467333333333334,54.9584,0.5236,3.3125,
Gabon,1992,-0.243,7.23,645.48,554.55,350.6,256.4,0.0,602.1,28.97,0.04,0.0,23531.32,290.48,2022.6787333333332,82.3885,84.1004,1720.80845,10152.6555,8842.806700000001,1.1611333333333334,1.59,512.2688,492.1818,20.087,3.0718666666666667,111.52853333333331,2175.5915,11255.589999999998,74.8356,444.12356666666665,,28.912466666666663,0.0,15.042633333333333,0.0,0.8619333333333334,2.51585,14.014333333333331,28.96,-447.333,276.21366666666665,13.95145,,1746.4650666666666,1731.4679333333331,21.5348,18.126,42.029,5107.6664,3.8493,226.045,1.4461000000000002,89.114825,0.7224,148.22006666666667,0.5565,89.30666666666666
Gambia,1992,0.915,5.08,50.76,595.39,45.15,136.26,0.0,156.53,4.48,0.0,1.47,96.29,18.38,843.5369999999999,188.4415,84.9306,621.585725,1087.9962666666668,767.3286666666667,1.1480666666666666,6.731,0.0,0.0,0.0,59.17046666666667,385.9808666666667,730.4960333333333,171.07666666666668,380.2372,522.8693999999999,,33.18813333333333,0.0,,,,6.675875,3.0432666666666663,145.8898,1.0179,522.8693999999999,1.1828999999999998,,320.6676,207.62663333333333,12.091066666666668,4.5845,176.013,523.3155,,8.6125,1.4101,73.71369999999999,79.1896,77.71806666666667,1.113,66.85233333333333
Ghana,1992,0.127,77.71,860.81,6127.64,491.14,25.52,0.0,5173.61,73.67,0.55,114.23,7614.73,3326.43,10582.482233333334,1459.8055,2352.5492,5369.324575000001,11230.009225000002,6602.25285,31.598033333333333,87.715,87.3034,83.8054,3.498,225.20753333333332,1829.3858,4594.1704,2713.5766666666664,1675.0328,4483.685533333333,,110.48486666666668,0.0,20.326933333333333,0.0158,0.0,101.1815,56.99753333333334,115.62886666666668,18080.3333,3743.990233333333,487.6967,,-1349.8686750000006,110.48486666666668,97.35643333333331,56.1535,854.7575,0.0,43.60993333333334,286.2,0.1307,1923.696775,149.9624,2355.2188666666666,38.637,998.79
Grenada,1992,0.603,0.37,2.57,0.09,6.97,0.21,0.0,0.15,0.06,0.0,0.0,30.33,0.4,10.703333333333331,4.77,19.7086,28.74395,52.116425,52.115025,0.0205333333333333,0.0265,0.0,0.0,0.0,0.0382,10.680933333333334,10.703333333333331,39.33266666666666,10.1836,10.701466666666668,,0.0018666666666666,0.0,2.0158750000000003,,,1.6601750000000002,1.5811000000000002,0.0018666666666666,0.0,10.701466666666668,1.40965,,0.0018666666666666,0.0018666666666666,0.7118666666666668,0.901,3.8425,0.0,0.0,0.4823333333333333,1.4306333333333334,20.71645,,0.0,0.0,17.0908
Guadeloupe,1992,0.388,1.74,9.59,20.89,23.44,3.6,0.0,2.15,4.6,0.03,0.0,116.62,6.36,141.15836666666667,58.2735,3.2921333333333336,168.74373333333332,141.15836666666667,117.93613333333332,0.5148,,0.0,0.0,0.0,15.231133333333332,102.705,140.15563333333333,,111.3616,117.93613333333332,,0.0,0.0,7.323,,,,17.973033333333333,0.0,3.0082,117.93613333333332,,,23.22223333333333,22.2195,4.331266666666667,4.1605,32.0385,66.6585,,,,28.5881,,0.0,22.0745,
Guatemala,1992,0.459,33.09,920.75,898.61,136.44,32.26,0.0,568.98,22.89,0.0,1.96,7981.74,335.25,12914.330166666668,1793.149,1694.0606,11317.744025,13340.093325,6686.1815,51.49666666666667,92.4055,0.0,0.0,0.0,489.07753333333335,3483.8008000000004,13123.107833333332,2646.17,3865.5176,4084.1739,,331.83733333333333,0.0,73.77725,,,1.089,96.0563,341.99353333333335,-531.6231,4042.447733333333,157.0732,,8871.882433333334,9038.933933333334,140.79773333333333,195.464,953.523,26121.2898,41.72616666666666,136.74,78.00483333333334,1475.41315,12.1828,69.58706666666667,551.7565,1925.7
Guinea,1992,0.399,18.53,799.47,2850.47,164.74,358.17,0.0,4013.49,3.28,0.0,1.44,15789.55,603.49,11387.6223,965.554,449.3179,9073.2132,10149.704075,5145.724,24.40346666666667,93.8365,793.1366,759.9851,33.1515,1061.4694,1775.8212666666668,11574.4242,1348.2733333333333,1754.4548,4968.977233333334,,141.46873333333335,0.0,2.214733333333333,,,45.289475,10.463533333333332,143.7562,-567.2681,4715.648866666666,5.14985,,6671.973433333334,6605.446966666666,48.1124,21.253,815.8555,19391.9347,,320.65,0.8112666666666667,392.39505,1460.2812,1856.273,1.4575,576.41
Guinea-Bissau,1992,0.779,1.44,106.9,326.32,198.01,476.21,0.0,182.15,1.96,0.0,2.68,2006.6,152.72,1241.8666,260.442,154.0522,1055.711875,1251.0155,940.79105,2.936866666666667,14.31,1.4501,1.3971,0.053,97.70506666666664,522.5038666666667,1241.4816666666668,297.91,475.0564,828.6997,,184.6113333333333,0.0,1.3662,,,6.74085,1.6899666666666666,184.6113333333333,1.1548,828.234,0.9287333333333332,,413.6326000000001,412.7819666666667,42.0296,29.8655,215.7895,684.5119,,46.64,0.0380333333333333,124.600625,127.4448,207.97206666666668,0.424,96.222
Guyana,1992,0.384,7.72,230.69,100.64,97.37,10.12,0.0,1024.68,107.74,1.65,2.61,19601.36,5.59,2685.0147,201.4,107.46243333333332,2175.92965,2546.3676,1166.42325,54.70613333333333,19.4245,1499.2254,1435.6784,63.547,460.76686666666666,317.8346,2749.173233333333,387.2033333333334,303.653,1387.3412,,23.266666666666666,0.0,11.1576,0.0,,15.1985,8.452499999999999,24.255266666666667,-4.3628,861.6244333333334,0.713125,,-13585.555625,1361.8320333333334,8.65856,10.229,97.9705,4015.6961,63.69286666666667,75.61333333333333,4.7291,114.049725,606.7656,24.1246,57.929,246.37463333333332
Haiti,1992,0.407,13.62,1453.67,280.42,86.63,13.89,0.0,51.91,294.01,5.71,0.03,430.24,107.85,2507.2417666666665,915.734,1533.5074000000002,3404.1511,5071.709433333333,5180.441533333334,21.50293333333333,40.757,0.0,0.0,0.0,185.64613333333327,2429.9411333333333,2615.9962666666665,1987.456666666667,2672.292,2615.9738666666667,,0.0224,0.0,5.517733333333333,,,275.825825,15.6059,0.0456666666666666,-326.3333,2615.9738666666667,49.9215,,-108.7321,0.0224,80.57113333333334,81.673,770.1165,0.0,,64.13,0.4731666666666667,1442.1539,182.2968,0.3512666666666666,23.1875,479.6
Honduras,1992,0.167,17.32,1135.98,926.29,228.08,63.68,0.0,731.25,17.63,0.14,0.76,8009.69,207.88,5521.983566666667,1267.3095,1132.8912333333335,5077.38205,5737.607825,4403.8498,29.47233333333333,44.414,0.0,0.0,0.0,143.15066666666667,3508.7422,5489.459766666667,1223.1833333333334,3999.6292,3753.9138666666654,,257.3458,0.0,12.174025,0.0095333333333333,,49.531925,37.223225000000006,300.14393333333334,0.0,3743.6395333333335,95.3302,,1778.3440333333335,1735.5458999999998,104.01693333333333,150.7585,956.703,4434.6003,10.274333333333333,64.925,15.576566666666666,960.287225,10.696,91.72713333333331,115.434,766.3633333333333
